article_id,topic_id,topic_desc
927486,14,"Litigation, Mediation & Arbitration"
927486,207,Trademark
927486,264,Trials &amp; Appeals &amp; Compensation
927296,11,Intellectual Property
927296,201,Copyright
927296,207,Trademark
927278,11,Intellectual Property
927278,204,Patent
927278,207,Trademark
927244,11,Intellectual Property
927244,207,Trademark
927234,11,Intellectual Property
927234,204,Patent
927096,5,Employment and HR
927096,11,Intellectual Property
927096,119,Employee Rights/ Labour Relations
927096,206,Trade Secrets
927076,11,Intellectual Property
927076,207,Trademark
927066,11,Intellectual Property
927066,14,"Litigation, Mediation & Arbitration"
927066,204,Patent
927066,264,Trials &amp; Appeals &amp; Compensation
927052,11,Intellectual Property
927052,14,"Litigation, Mediation & Arbitration"
927052,207,Trademark
927052,264,Trials &amp; Appeals &amp; Compensation
927042,11,Intellectual Property
927042,14,"Litigation, Mediation & Arbitration"
927042,207,Trademark
927042,264,Trials &amp; Appeals &amp; Compensation
927040,11,Intellectual Property
927040,15,"Media, Telecoms, IT, Entertainment"
927040,26,Privacy
927040,201,Copyright
927040,202,Privacy Protection
927040,207,Trademark
927040,280,Media & Entertainment Law
927026,11,Intellectual Property
927026,204,Patent
927026,207,Trademark
926984,11,Intellectual Property
926984,15,"Media, Telecoms, IT, Entertainment"
926984,207,Trademark
926984,281,"Advertising, Marketing & Branding"
926954,11,Intellectual Property
926954,14,"Litigation, Mediation & Arbitration"
926954,207,Trademark
926954,264,Trials &amp; Appeals &amp; Compensation
926892,11,Intellectual Property
926892,207,Trademark
926760,11,Intellectual Property
926760,206,Trade Secrets
926668,11,Intellectual Property
926668,201,Copyright
926668,204,Patent
926668,207,Trademark
926656,11,Intellectual Property
926656,204,Patent
926650,11,Intellectual Property
926650,14,"Litigation, Mediation & Arbitration"
926650,204,Patent
926650,264,Trials &amp; Appeals &amp; Compensation
926644,11,Intellectual Property
926644,14,"Litigation, Mediation & Arbitration"
926644,201,Copyright
926644,264,Trials &amp; Appeals &amp; Compensation
926640,11,Intellectual Property
926640,14,"Litigation, Mediation & Arbitration"
926640,207,Trademark
926640,264,Trials &amp; Appeals &amp; Compensation
926612,11,Intellectual Property
926612,14,"Litigation, Mediation & Arbitration"
926612,204,Patent
926612,264,Trials &amp; Appeals &amp; Compensation
926388,11,Intellectual Property
926388,14,"Litigation, Mediation & Arbitration"
926388,204,Patent
926388,264,Trials &amp; Appeals &amp; Compensation
926324,11,Intellectual Property
926324,204,Patent
926278,11,Intellectual Property
926278,14,"Litigation, Mediation & Arbitration"
926278,207,Trademark
926278,264,Trials &amp; Appeals &amp; Compensation
926190,11,Intellectual Property
926190,14,"Litigation, Mediation & Arbitration"
926190,204,Patent
926190,264,Trials &amp; Appeals &amp; Compensation
926166,11,Intellectual Property
926166,206,Trade Secrets
926134,11,Intellectual Property
926134,15,"Media, Telecoms, IT, Entertainment"
926134,207,Trademark
926134,281,"Advertising, Marketing & Branding"
926044,11,Intellectual Property
926044,16,"Food, Drugs, Healthcare, Life Sciences"
926044,204,Patent
926044,290,Food and Drugs Law
926028,11,Intellectual Property
926028,14,"Litigation, Mediation & Arbitration"
926028,204,Patent
926028,206,Trade Secrets
926028,264,Trials &amp; Appeals &amp; Compensation
925966,11,Intellectual Property
925966,201,Copyright
925966,203,Licensing & Syndication
925874,11,Intellectual Property
925874,204,Patent
925862,11,Intellectual Property
925862,201,Copyright
925844,11,Intellectual Property
925844,204,Patent
925840,11,Intellectual Property
925840,204,Patent
925806,11,Intellectual Property
925806,207,Trademark
925564,11,Intellectual Property
925564,204,Patent
925454,11,Intellectual Property
925454,14,"Litigation, Mediation & Arbitration"
925454,204,Patent
925454,264,Trials &amp; Appeals &amp; Compensation
925434,11,Intellectual Property
925434,14,"Litigation, Mediation & Arbitration"
925434,204,Patent
925434,264,Trials &amp; Appeals &amp; Compensation
925430,11,Intellectual Property
925430,14,"Litigation, Mediation & Arbitration"
925430,204,Patent
925430,264,Trials &amp; Appeals &amp; Compensation
925408,3,Corporate/Commercial Law
925408,11,Intellectual Property
925408,15,"Media, Telecoms, IT, Entertainment"
925408,207,Trademark
925408,281,"Advertising, Marketing & Branding"
925408,369,Franchising
925294,11,Intellectual Property
925294,14,"Litigation, Mediation & Arbitration"
925294,204,Patent
925294,264,Trials &amp; Appeals &amp; Compensation
925246,3,Corporate/Commercial Law
925246,11,Intellectual Property
925246,32,Coronavirus (COVID-19)
925246,90,Corporate and Company Law
925246,206,Trade Secrets
925246,530,Employment and Workforce Wellbeing
925120,11,Intellectual Property
925120,16,"Food, Drugs, Healthcare, Life Sciences"
925120,32,Coronavirus (COVID-19)
925120,204,Patent
925120,290,Food and Drugs Law
925120,540,Operational Impacts and Strategy
925118,11,Intellectual Property
925118,201,Copyright
925108,11,Intellectual Property
925108,16,"Food, Drugs, Healthcare, Life Sciences"
925108,32,Coronavirus (COVID-19)
925108,204,Patent
925108,290,Food and Drugs Law
925108,540,Operational Impacts and Strategy
925104,11,Intellectual Property
925104,16,"Food, Drugs, Healthcare, Life Sciences"
925104,207,Trademark
925104,292,Healthcare
925102,11,Intellectual Property
925102,32,Coronavirus (COVID-19)
925102,204,Patent
925102,540,Operational Impacts and Strategy
925082,11,Intellectual Property
925082,207,Trademark
925076,11,Intellectual Property
925076,32,Coronavirus (COVID-19)
925076,204,Patent
925076,540,Operational Impacts and Strategy
925060,3,Corporate/Commercial Law
925060,11,Intellectual Property
925060,90,Corporate and Company Law
925060,204,Patent
925060,207,Trademark
925006,11,Intellectual Property
925006,14,"Litigation, Mediation & Arbitration"
925006,207,Trademark
925006,264,Trials &amp; Appeals &amp; Compensation
924960,11,Intellectual Property
924960,14,"Litigation, Mediation & Arbitration"
924960,204,Patent
924960,264,Trials &amp; Appeals &amp; Compensation
924956,11,Intellectual Property
924956,14,"Litigation, Mediation & Arbitration"
924956,26,Privacy
924956,201,Copyright
924956,202,Privacy Protection
924956,264,Trials &amp; Appeals &amp; Compensation
924950,11,Intellectual Property
924950,32,Coronavirus (COVID-19)
924950,201,Copyright
924950,204,Patent
924950,207,Trademark
924950,528,Government Measures
924950,540,Operational Impacts and Strategy
924894,11,Intellectual Property
924894,204,Patent
924890,11,Intellectual Property
924890,204,Patent
924834,11,Intellectual Property
924834,14,"Litigation, Mediation & Arbitration"
924834,204,Patent
924834,264,Trials &amp; Appeals &amp; Compensation
924694,11,Intellectual Property
924694,32,Coronavirus (COVID-19)
924694,204,Patent
924694,207,Trademark
924694,540,Operational Impacts and Strategy
924514,11,Intellectual Property
924514,207,Trademark
924502,11,Intellectual Property
924502,14,"Litigation, Mediation & Arbitration"
924502,32,Coronavirus (COVID-19)
924502,206,Trade Secrets
924502,264,Trials &amp; Appeals &amp; Compensation
924502,540,Operational Impacts and Strategy
924478,11,Intellectual Property
924478,32,Coronavirus (COVID-19)
924478,207,Trademark
924478,540,Operational Impacts and Strategy
924308,11,Intellectual Property
924308,204,Patent
924308,207,Trademark
924206,11,Intellectual Property
924206,207,Trademark
924082,11,Intellectual Property
924082,14,"Litigation, Mediation & Arbitration"
924082,204,Patent
924082,264,Trials &amp; Appeals &amp; Compensation
924022,11,Intellectual Property
924022,32,Coronavirus (COVID-19)
924022,204,Patent
924022,207,Trademark
924022,540,Operational Impacts and Strategy
923974,11,Intellectual Property
923974,14,"Litigation, Mediation & Arbitration"
923974,201,Copyright
923974,204,Patent
923974,264,Trials &amp; Appeals &amp; Compensation
923950,11,Intellectual Property
923950,32,Coronavirus (COVID-19)
923950,207,Trademark
923950,540,Operational Impacts and Strategy
923908,11,Intellectual Property
923908,14,"Litigation, Mediation & Arbitration"
923908,204,Patent
923908,264,Trials &amp; Appeals &amp; Compensation
923900,11,Intellectual Property
923900,207,Trademark
923798,11,Intellectual Property
923798,207,Trademark
923774,11,Intellectual Property
923774,32,Coronavirus (COVID-19)
923774,206,Trade Secrets
923774,530,Employment and Workforce Wellbeing
923714,11,Intellectual Property
923714,15,"Media, Telecoms, IT, Entertainment"
923714,207,Trademark
923714,280,Media & Entertainment Law
923636,11,Intellectual Property
923636,204,Patent
923576,11,Intellectual Property
923576,14,"Litigation, Mediation & Arbitration"
923576,16,"Food, Drugs, Healthcare, Life Sciences"
923576,207,Trademark
923576,264,Trials &amp; Appeals &amp; Compensation
923576,290,Food and Drugs Law
923566,11,Intellectual Property
923566,204,Patent
923454,11,Intellectual Property
923454,201,Copyright
923434,11,Intellectual Property
923434,12,"Government, Public Sector"
923434,204,Patent
923434,210,Constitutional & Administrative Law
923048,11,Intellectual Property
923048,204,Patent
923032,11,Intellectual Property
923032,14,"Litigation, Mediation & Arbitration"
923032,207,Trademark
923032,264,Trials &amp; Appeals &amp; Compensation
922960,11,Intellectual Property
922960,14,"Litigation, Mediation & Arbitration"
922960,207,Trademark
922960,264,Trials &amp; Appeals &amp; Compensation
922942,5,Employment and HR
922942,11,Intellectual Property
922942,14,"Litigation, Mediation & Arbitration"
922942,110,Contract of Employment
922942,206,Trade Secrets
922942,264,Trials &amp; Appeals &amp; Compensation
922758,11,Intellectual Property
922758,32,Coronavirus (COVID-19)
922758,204,Patent
922758,207,Trademark
922758,540,Operational Impacts and Strategy
922756,11,Intellectual Property
922756,32,Coronavirus (COVID-19)
922756,201,Copyright
922756,204,Patent
922756,206,Trade Secrets
922756,540,Operational Impacts and Strategy
922742,11,Intellectual Property
922742,207,Trademark
922646,11,Intellectual Property
922646,204,Patent
922644,11,Intellectual Property
922644,12,"Government, Public Sector"
922644,204,Patent
922644,210,Constitutional & Administrative Law
922636,11,Intellectual Property
922636,14,"Litigation, Mediation & Arbitration"
922636,201,Copyright
922636,204,Patent
922636,250,Sovereign Immunity: Public Sector Government
922406,11,Intellectual Property
922406,14,"Litigation, Mediation & Arbitration"
922406,207,Trademark
922406,264,Trials &amp; Appeals &amp; Compensation
922298,9,Consumer Protection
922298,261,Education
922280,11,Intellectual Property
922280,32,Coronavirus (COVID-19)
922280,204,Patent
922280,207,Trademark
922280,540,Operational Impacts and Strategy
922218,11,Intellectual Property
922218,204,Patent
922122,11,Intellectual Property
922122,32,Coronavirus (COVID-19)
922122,204,Patent
922122,207,Trademark
922122,540,Operational Impacts and Strategy
922004,11,Intellectual Property
922004,16,"Food, Drugs, Healthcare, Life Sciences"
922004,204,Patent
922004,290,Food and Drugs Law
922004,291,"Life Sciences, Biotechnology & Nanotechnology"
921998,11,Intellectual Property
921998,32,Coronavirus (COVID-19)
921998,204,Patent
921998,207,Trademark
921998,540,Operational Impacts and Strategy
921988,11,Intellectual Property
921988,201,Copyright
921964,11,Intellectual Property
921964,204,Patent
921922,11,Intellectual Property
921922,204,Patent
921920,11,Intellectual Property
921920,15,"Media, Telecoms, IT, Entertainment"
921920,162,IT and Internet
921920,201,Copyright
921920,207,Trademark
921920,392,Social Media
960306,2,Finance and Banking
960306,74,"Charges, Mortgages, Indemnities"
960306,75,Financial Services
960302,2,Finance and Banking
960302,75,Financial Services
960294,2,Finance and Banking
960294,75,Financial Services
960294,86,Commodities/Derivatives/Stock Exchanges
960286,2,Finance and Banking
960286,72,Debt Capital Markets
960286,75,Financial Services
960246,2,Finance and Banking
960246,25,Insolvency/Bankruptcy/Re-structuring
960246,72,Debt Capital Markets
960246,75,Financial Services
960246,87,Financial Restructuring
960240,2,Finance and Banking
960240,3,Corporate/Commercial Law
960240,75,Financial Services
960240,82,Securitization &amp; Structured Finance
960240,88,Compliance
960240,351,Securities
960206,2,Finance and Banking
960206,32,Coronavirus (COVID-19)
960206,75,Financial Services
960206,534,Financing
960170,2,Finance and Banking
960170,3,Corporate/Commercial Law
960170,18,Tax
960170,75,Financial Services
960170,78,Fund Management/ REITs
960170,322,Income Tax
960170,325,Capital Gains Tax
960170,437,Shareholders
960060,2,Finance and Banking
960060,3,Corporate/Commercial Law
960060,75,Financial Services
960060,86,Commodities/Derivatives/Stock Exchanges
960060,90,Corporate and Company Law
959984,2,Finance and Banking
959984,6,Wealth Management
959984,75,Financial Services
959984,78,Fund Management/ REITs
959984,136,Wealth & Asset Management
959980,2,Finance and Banking
959980,10,Insurance
959980,32,Coronavirus (COVID-19)
959980,75,Financial Services
959980,194,Insurance Laws and Products
959980,534,Financing
959974,2,Finance and Banking
959974,3,Corporate/Commercial Law
959974,75,Financial Services
959974,76,Listing Rules &amp; Flotation
959974,86,Commodities/Derivatives/Stock Exchanges
959974,351,Securities
959874,2,Finance and Banking
959874,13,International Law
959874,81,Project Finance/PPP &amp; PFI
